match_id,date,patch,team,player,champion,role,case_context,op_losing_team,winning_opponent,key_rune,key_rune_usage_rate,champion_role_games,item_signature,item_inventory,rare_items,unusual_rune_flag,rare_item_flag,exception_note
LCS/2026 Season/Spring Playoffs_Round 3_1_1,2026-06-13 20:15:00,26.11,Team Liquid,CoreJJ,Rakan,Support,winning_opponent,Cloud9,Team Liquid,Electrocute,0.03571428571428571,56,Mikael's Blessing + Mercury's Treads + Solstice Sleigh,"Mikael's Blessing, Mercury's Treads, Solstice Sleigh, Dark Seal, Zeke's Convergence",Dark Seal,True,True,key rune 'Electrocute' is low-frequency for Rakan Support: 3.6% (2/56) rare item(s): Dark Seal:3.6%(2/56)
LCK/2026 Season/Road to MSI_Round 4_1_4,2026-06-14 09:36:00,26.11,Gen.G,Kiin,Gangplank,Top,winning_opponent,T1,Gen.G,Grasp of the Undying,0.2,5,Serpent's Fang + Pickaxe + Mortal Reminder,"Serpent's Fang, Pickaxe, Mortal Reminder, Essence Reaver, Plated Steelcaps","Serpent's Fang, Pickaxe, Plated Steelcaps",True,True,key rune 'Grasp of the Undying' is low-frequency for Gangplank Top: 20.0% (1/5) rare item(s): Serpent's Fang:20.0%(1/5); Pickaxe:20.0%(1/5); Plated Steelcaps:20.0%(1/5)
VCS/2026 Season/Summer Playoffs_Round 1_3_1,2026-06-14 10:13:00,26.11,SN CyberCore Esports,Vin,Orianna,Mid,winning_opponent,Saigon Dino,SN CyberCore Esports,Arcane Comet,0.16666666666666666,54,Hextech Rocketbelt + Zhonya's Hourglass + Rabadon's Deathcap,"Hextech Rocketbelt, Zhonya's Hourglass, Rabadon's Deathcap, Dark Seal, Blackfire Torch, Swiftmarch","Zhonya's Hourglass, Swiftmarch",True,True,key rune 'Arcane Comet' is low-frequency for Orianna Mid: 16.7% (9/54) rare item(s): Zhonya's Hourglass:11.1%(6/54); Swiftmarch:7.4%(4/54)
Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Finals_1_4,2026-06-14 12:59:00,26.11,Ethereal Enigmas,DON WAGOD,Ryze,Mid,winning_opponent,Priority,Ethereal Enigmas,Stormraider's Surge,0.054945054945054944,91,Actualizer + Crimson Lucidity + Seraph's Embrace,"Actualizer, Crimson Lucidity, Seraph's Embrace, Doran's Ring, Rod of Ages, Needlessly Large Rod",Crimson Lucidity,True,True,key rune 'Stormraider's Surge' is low-frequency for Ryze Mid: 5.5% (5/91) rare item(s): Crimson Lucidity:19.8%(18/91)
LCK/2026 Season/Rounds 1-2_Week 6_2_2,2026-05-06 11:22:00,26.09,Hanwha Life Esports,Zeus,Jayce,Top,winning_opponent,DN SOOPers,Hanwha Life Esports,Grasp of the Undying,0.5523809523809524,105,Doran's Blade + Black Cleaver + Muramana,"Doran's Blade, Black Cleaver, Muramana, The Brutalizer, Serpent's Fang, Boots of Swiftness",The Brutalizer,False,True,rare item(s): The Brutalizer:2.9%(3/105)
LCK/2026 Season/Rounds 1-2_Week 6_2_2,2026-05-06 11:22:00,26.09,Hanwha Life Esports,Kanavi,Nocturne,Jungle,winning_opponent,DN SOOPers,Hanwha Life Esports,Conqueror,0.7851239669421488,121,Stridebreaker + Experimental Hexplate + Control Ward,"Stridebreaker, Experimental Hexplate, Control Ward, Guardian Angel, Warden's Mail, Mercury's Treads",Warden's Mail,False,True,rare item(s): Warden's Mail:3.3%(4/121)
LCK/2026 Season/Rounds 1-2_Week 6_2_2,2026-05-06 11:22:00,26.09,Hanwha Life Esports,Zeka,Twisted Fate,Mid,winning_opponent,DN SOOPers,Hanwha Life Esports,Unsealed Spellbook,0.4772727272727273,44,Rapid Firecannon + Needlessly Large Rod + Zhonya's Hourglass,"Rapid Firecannon, Needlessly Large Rod, Zhonya's Hourglass, Swiftmarch, Lich Bane, Rod of Ages",Needlessly Large Rod,False,True,rare item(s): Needlessly Large Rod:11.4%(5/44)
LCK/2026 Season/Rounds 1-2_Week 6_2_2,2026-05-06 11:22:00,26.09,Hanwha Life Esports,Delight,Milio,Support,winning_opponent,DN SOOPers,Hanwha Life Esports,Summon Aery,1.0,152,Ionian Boots of Lucidity + Glowing Mote + Dream Maker,"Ionian Boots of Lucidity, Glowing Mote, Dream Maker, Echoes of Helia, Moonstone Renewer, Ardent Censer",Glowing Mote,False,True,rare item(s): Glowing Mote:13.2%(20/152)
LES/2026 Season/Spring Split_Week 5_2_1,2026-05-06 17:58:00,26.09,Barça eSports,selenex,Rumble,Top,winning_opponent,GIANTX iTero,Barça eSports,Deathfire Touch,0.7125748502994012,167,Hextech Rocketbelt + Seeker's Armguard + Control Ward,"Hextech Rocketbelt, Seeker's Armguard, Control Ward, Rabadon's Deathcap, Shadowflame, Sorcerer's Shoes","Hextech Rocketbelt, Seeker's Armguard, Rabadon's Deathcap, Shadowflame, Sorcerer's Shoes",False,True,rare item(s): Hextech Rocketbelt:15.0%(25/167); Seeker's Armguard:6.0%(10/167); Rabadon's Deathcap:8.4%(14/167); Shadowflame:15.0%(25/167); Sorcerer's Shoes:16.8%(28/167)
LES/2026 Season/Spring Split_Week 5_2_1,2026-05-06 17:58:00,26.09,Barça eSports,KoIdo,Vi,Jungle,winning_opponent,GIANTX iTero,Barça eSports,Conqueror,0.9934640522875817,153,Black Cleaver + Sundered Sky + Control Ward,"Black Cleaver, Sundered Sky, Control Ward, Abyssal Mask, Pickaxe, Mercury's Treads","Abyssal Mask, Pickaxe",False,True,rare item(s): Abyssal Mask:2.0%(3/153); Pickaxe:6.5%(10/153)
LES/2026 Season/Spring Split_Week 5_2_1,2026-05-06 17:58:00,26.09,Barça eSports,Macaquinho,Orianna,Mid,winning_opponent,GIANTX iTero,Barça eSports,Arcane Comet,0.3669724770642202,109,Rabadon's Deathcap + Shattered Armguard + Mejai's Soulstealer,"Rabadon's Deathcap, Shattered Armguard, Mejai's Soulstealer, Luden's Echo, Spellslinger's Shoes, Shadowflame","Shattered Armguard, Mejai's Soulstealer",False,True,rare item(s): Shattered Armguard:10.1%(11/109); Mejai's Soulstealer:11.9%(13/109)
LES/2026 Season/Spring Split_Week 5_2_1,2026-05-06 17:58:00,26.09,Barça eSports,Oscure,Nami,Support,winning_opponent,GIANTX iTero,Barça eSports,Summon Aery,1.0,148,Shurelya's Battlesong + Imperial Mandate + Dream Maker,"Shurelya's Battlesong, Imperial Mandate, Dream Maker, Ionian Boots of Lucidity, Echoes of Helia, Amplifying Tome","Shurelya's Battlesong, Amplifying Tome",False,True,rare item(s): Shurelya's Battlesong:12.2%(18/148); Amplifying Tome:16.2%(24/148)
Rift Legends/2026 Season/Spring Split_Week 5_4_2,2026-05-06 18:23:00,26.09,Barcząca Esports,Agresivoo,Yorick,Top,winning_opponent,Bomba Team,Barcząca Esports,Grasp of the Undying,0.8846153846153846,52,Maw of Malmortius + Guardian Angel + Boots of Swiftness,"Maw of Malmortius, Guardian Angel, Boots of Swiftness, Trinity Force, Caulfield's Warhammer, Executioner's Calling","Maw of Malmortius, Guardian Angel, Boots of Swiftness, Caulfield's Warhammer, Executioner's Calling",False,True,rare item(s): Maw of Malmortius:7.7%(4/52); Guardian Angel:3.8%(2/52); Boots of Swiftness:7.7%(4/52); Caulfield's Warhammer:3.8%(2/52); Executioner's Calling:3.8%(2/52)
Rift Legends/2026 Season/Spring Split_Week 5_4_2,2026-05-06 18:23:00,26.09,Barcząca Esports,mikusik,Aatrox,Jungle,winning_opponent,Bomba Team,Barcząca Esports,Conqueror,1.0,33,Sterak's Gage + Sundered Sky + Plated Steelcaps,"Sterak's Gage, Sundered Sky, Plated Steelcaps, Death's Dance, Cloth Armor",Cloth Armor,False,True,rare item(s): Cloth Armor:15.2%(5/33)
Rift Legends/2026 Season/Spring Split_Week 5_4_2,2026-05-06 18:23:00,26.09,Barcząca Esports,Artoria,Annie,Mid,winning_opponent,Bomba Team,Barcząca Esports,Electrocute,0.4523809523809524,126,Hextech Rocketbelt + Seeker's Armguard + Spellslinger's Shoes,"Hextech Rocketbelt, Seeker's Armguard, Spellslinger's Shoes, Malignance, Dark Seal",Seeker's Armguard,False,True,rare item(s): Seeker's Armguard:5.6%(7/126)
Rift Legends/2026 Season/Spring Split_Week 5_4_2,2026-05-06 18:23:00,26.09,Barcząca Esports,Woolite,Ashe,Bot,winning_opponent,Bomba Team,Barcząca Esports,Lethal Tempo,0.9938271604938271,162,Doran's Blade + Phantom Dancer + B. F. Sword,"Doran's Blade, Phantom Dancer, B. F. Sword, Executioner's Calling, Hexoptics C44",Executioner's Calling,False,True,rare item(s): Executioner's Calling:5.6%(9/162)
Rift Legends/2026 Season/Spring Split_Week 5_4_2,2026-05-06 18:23:00,26.09,Barcząca Esports,Jactroll,Lulu,Support,winning_opponent,Bomba Team,Barcząca Esports,Summon Aery,0.9869281045751634,153,Mikael's Blessing + Ionian Boots of Lucidity + Dream Maker,"Mikael's Blessing, Ionian Boots of Lucidity, Dream Maker, Forbidden Idol, Fiendish Codex",Fiendish Codex,False,True,rare item(s): Fiendish Codex:9.2%(14/153)
Rift Legends/2026 Season/Spring Split_Week 5_6_2,2026-05-07 18:35:00,26.09,Anonymo Esports,HeSSZero,Rumble,Top,winning_opponent,LODIS (Polish Team),Anonymo Esports,Deathfire Touch,0.7125748502994012,167,Liandry's Torment + Oblivion Orb + Needlessly Large Rod,"Liandry's Torment, Oblivion Orb, Needlessly Large Rod, Mercury's Treads, Bloodletter's Curse, Riftmaker","Oblivion Orb, Mercury's Treads, Riftmaker",False,True,rare item(s): Oblivion Orb:9.6%(16/167); Mercury's Treads:16.8%(28/167); Riftmaker:19.8%(33/167)
Rift Legends/2026 Season/Spring Split_Week 5_6_2,2026-05-07 18:35:00,26.09,Anonymo Esports,Joki37,Nocturne,Jungle,winning_opponent,LODIS (Polish Team),Anonymo Esports,Conqueror,0.7851239669421488,121,Black Cleaver + Control Ward + Stridebreaker,"Black Cleaver, Control Ward, Stridebreaker, Experimental Hexplate, Mercury's Treads, Serpent's Fang",Serpent's Fang,False,True,rare item(s): Serpent's Fang:1.7%(2/121)
Rift Legends/2026 Season/Spring Split_Week 5_6_2,2026-05-07 18:35:00,26.09,Anonymo Esports,Sobek,Ryze,Mid,winning_opponent,LODIS (Polish Team),Anonymo Esports,Deathfire Touch,0.8393782383419689,193,Zhonya's Hourglass + Seraph's Embrace + Actualizer,"Zhonya's Hourglass, Seraph's Embrace, Actualizer, Rod of Ages, Chainlaced Crushers",Zhonya's Hourglass,False,True,rare item(s): Zhonya's Hourglass:18.1%(35/193)
Rift Legends/2026 Season/Spring Split_Week 5_6_2,2026-05-07 18:35:00,26.09,Anonymo Esports,ejsner,Ashe,Bot,winning_opponent,LODIS (Polish Team),Anonymo Esports,Lethal Tempo,0.9938271604938271,162,Hexoptics C44 + Quicksilver Sash + Phantom Dancer,"Hexoptics C44, Quicksilver Sash, Phantom Dancer, Lord Dominik's Regards, Infinity Edge, Vampiric Scepter","Quicksilver Sash, Vampiric Scepter",False,True,rare item(s): Quicksilver Sash:2.5%(4/162); Vampiric Scepter:13.0%(21/162)
Rift Legends/2026 Season/Spring Split_Week 5_6_2,2026-05-07 18:35:00,26.09,Anonymo Esports,Raxxo,Neeko,Support,winning_opponent,LODIS (Polish Team),Anonymo Esports,Arcane Comet,0.9823008849557522,113,Celestial Opposition + Hextech Rocketbelt + Ionian Boots of Lucidity,"Celestial Opposition, Hextech Rocketbelt, Ionian Boots of Lucidity, Abyssal Mask, Kindlegem, Forbidden Idol","Abyssal Mask, Kindlegem, Forbidden Idol",False,True,rare item(s): Abyssal Mask:5.3%(6/113); Kindlegem:14.2%(16/113); Forbidden Idol:1.8%(2/113)
North American Challengers League/2026 Season/Spring Season_Week 7_6_2,2026-05-08 23:08:00,26.09,Citadel Gaming,Strai,Gragas,Top,winning_opponent,Apex Mission Impossible,Citadel Gaming,Stormraider's Surge,0.3333333333333333,27,Seraph's Embrace + Hextech Rocketbelt + Lich Bane,"Seraph's Embrace, Hextech Rocketbelt, Lich Bane, Ionian Boots of Lucidity, Needlessly Large Rod",Lich Bane,False,True,rare item(s): Lich Bane:11.1%(3/27)
North American Challengers League/2026 Season/Spring Season_Week 7_6_2,2026-05-08 23:08:00,26.09,Citadel Gaming,Griffin,Xin Zhao,Jungle,winning_opponent,Apex Mission Impossible,Citadel Gaming,Conqueror,0.991701244813278,241,Black Cleaver + Sundered Sky + Null-Magic Mantle,"Black Cleaver, Sundered Sky, Null-Magic Mantle, Death's Dance, Mercury's Treads","Null-Magic Mantle, Death's Dance",False,True,rare item(s): Null-Magic Mantle:4.6%(11/241); Death's Dance:12.4%(30/241)
North American Challengers League/2026 Season/Spring Season_Week 7_6_2,2026-05-08 23:08:00,26.09,Citadel Gaming,Bradley,Azir,Mid,winning_opponent,Apex Mission Impossible,Citadel Gaming,Lethal Tempo,0.9444444444444444,72,Spellslinger's Shoes + Nashor's Tooth + Rabadon's Deathcap,"Spellslinger's Shoes, Nashor's Tooth, Rabadon's Deathcap, Shadowflame, Blighting Jewel",Blighting Jewel,False,True,rare item(s): Blighting Jewel:12.5%(9/72)
North American Challengers League/2026 Season/Spring Season_Week 7_6_2,2026-05-08 23:08:00,26.09,Citadel Gaming,Array,Smolder,Bot,winning_opponent,Apex Mission Impossible,Citadel Gaming,Deathfire Touch,0.9545454545454546,44,Infinity Edge + Essence Reaver + Black Cleaver,"Infinity Edge, Essence Reaver, Black Cleaver, Rapid Firecannon, B. F. Sword","Infinity Edge, B. F. Sword",False,True,rare item(s): Infinity Edge:6.8%(3/44); B. F. Sword:6.8%(3/44)
LPL/2026 Season/Split 2_Week 6_7_2,2026-05-09 10:12:00,26.09,Invictus Gaming,Nia,Ryze,Mid,winning_opponent,Ninjas in Pyjamas.CN,Invictus Gaming,Deathfire Touch,0.8393782383419689,193,Seraph's Embrace + Actualizer + Rod of Ages,"Seraph's Embrace, Actualizer, Rod of Ages, Shattered Armguard, Chainlaced Crushers",Shattered Armguard,False,True,rare item(s): Shattered Armguard:10.9%(21/193)
LPL/2026 Season/Split 2_Week 6_7_2,2026-05-09 10:12:00,26.09,Invictus Gaming,JiaQi,Ashe,Bot,winning_opponent,Ninjas in Pyjamas.CN,Invictus Gaming,Lethal Tempo,0.9938271604938271,162,Infinity Edge + Hexoptics C44 + Phantom Dancer,"Infinity Edge, Hexoptics C44, Phantom Dancer, Quicksilver Sash, Doran's Bow",Quicksilver Sash,False,True,rare item(s): Quicksilver Sash:2.5%(4/162)
LPL/2026 Season/Split 2_Week 6_7_2,2026-05-09 10:12:00,26.09,Invictus Gaming,Meiko,Lulu,Support,winning_opponent,Ninjas in Pyjamas.CN,Invictus Gaming,Summon Aery,0.9869281045751634,153,Mikael's Blessing + Ardent Censer + Ionian Boots of Lucidity,"Mikael's Blessing, Ardent Censer, Ionian Boots of Lucidity, Dream Maker, Ruby Crystal, Glowing Mote","Ruby Crystal, Glowing Mote",False,True,rare item(s): Ruby Crystal:3.3%(5/153); Glowing Mote:10.5%(16/153)
TCL/2026 Season/Spring Split_Week 6_2_2,2026-05-11 17:47:00,26.09,Team Phoenix (Turkish Team),Hecabrand,Sion,Top,winning_opponent,BoostGate Esports,Team Phoenix (Turkish Team),Grasp of the Undying,0.9209039548022598,177,Doran's Shield + Randuin's Omen + Unending Despair,"Doran's Shield, Randuin's Omen, Unending Despair, Bramble Vest, Plated Steelcaps, Kaenic Rookern","Doran's Shield, Randuin's Omen",False,True,rare item(s): Doran's Shield:17.5%(31/177); Randuin's Omen:14.1%(25/177)
TCL/2026 Season/Spring Split_Week 6_2_2,2026-05-11 17:47:00,26.09,Team Phoenix (Turkish Team),meto,Aatrox,Jungle,winning_opponent,BoostGate Esports,Team Phoenix (Turkish Team),Conqueror,1.0,33,Plated Steelcaps + Sundered Sky + Executioner's Calling,"Plated Steelcaps, Sundered Sky, Executioner's Calling, Death's Dance, Steel Sigil, Sterak's Gage",Executioner's Calling,False,True,rare item(s): Executioner's Calling:3.0%(1/33)
TCL/2026 Season/Spring Split_Week 6_2_2,2026-05-11 17:47:00,26.09,Team Phoenix (Turkish Team),SmallBugi,Ahri,Mid,winning_opponent,BoostGate Esports,Team Phoenix (Turkish Team),Electrocute,0.9457364341085271,129,Rabadon's Deathcap + Zhonya's Hourglass + Hextech Rocketbelt,"Rabadon's Deathcap, Zhonya's Hourglass, Hextech Rocketbelt, Dark Seal, Chainlaced Crushers, Malignance",Zhonya's Hourglass,False,True,rare item(s): Zhonya's Hourglass:14.7%(19/129)
TCL/2026 Season/Spring Split_Week 6_2_2,2026-05-11 17:47:00,26.09,Team Phoenix (Turkish Team),Bmoooo,Bard,Support,winning_opponent,BoostGate Esports,Team Phoenix (Turkish Team),Electrocute,0.945273631840796,201,Echoes of Helia + Mercury's Treads + Bloodsong,"Echoes of Helia, Mercury's Treads, Bloodsong, Protoplasm Harness, Kindlegem, Cloth Armor","Echoes of Helia, Protoplasm Harness, Cloth Armor",False,True,rare item(s): Echoes of Helia:6.0%(12/201); Protoplasm Harness:3.0%(6/201); Cloth Armor:19.4%(39/201)
