match_id,date,patch,team,player,champion,role,case_context,op_losing_team,winning_opponent,key_rune,key_rune_usage_rate,champion_role_games,item_signature,item_inventory,rare_items,unusual_rune_flag,rare_item_flag,exception_note
Circuito Desafiante/2026 Season/Split 2 Promotion_Round 1_3_1,2026-06-04 20:05:00,26.11,Kuma eSports B,Kennedy,Nocturne,Jungle,op_losing_champion,Kuma eSports B,Marere Invokers,Conqueror,0.7272727272727273,66,Steel Sigil + B. F. Sword + Mercury's Treads,"Steel Sigil, B. F. Sword, Mercury's Treads, Experimental Hexplate, Black Cleaver","B. F. Sword, Black Cleaver",False,True,rare item(s): B. F. Sword:13.6%(9/66); Black Cleaver:10.6%(7/66)
NLC/2026 Season/Spring Playoffs_Finals_1_2,2026-06-05 17:00:00,26.11,Ruddy Corporation,Markus,Nocturne,Jungle,op_losing_champion,Ruddy Corporation,Verdant,Conqueror,0.7272727272727273,66,Stridebreaker + Control Ward + Null-Magic Mantle,"Stridebreaker, Control Ward, Null-Magic Mantle, Kindlegem, Experimental Hexplate, Plated Steelcaps","Null-Magic Mantle, Kindlegem",False,True,rare item(s): Null-Magic Mantle:6.1%(4/66); Kindlegem:6.1%(4/66)
LCS/2026 Season/Spring Playoffs_Round 2_1_1,2026-06-06 20:09:00,26.11,FlyQuest,Gryffinn,Nocturne,Jungle,op_losing_champion,FlyQuest,Team Liquid,Lethal Tempo,0.2727272727272727,66,Guardian Angel + Stridebreaker + Warden's Mail,"Guardian Angel, Stridebreaker, Warden's Mail, Plated Steelcaps, Maw of Malmortius, Experimental Hexplate","Warden's Mail, Maw of Malmortius",False,True,rare item(s): Warden's Mail:1.5%(1/66); Maw of Malmortius:4.5%(3/66)
Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 2_1_3,2026-06-07 12:00:00,26.10,Priority,Woda,Senna,Bot,op_losing_champion,Priority,Andromeda Gaming,Deathfire Touch,0.7037037037037037,54,Doran's Helm + Statikk Shiv + Black Cleaver,"Doran's Helm, Statikk Shiv, Black Cleaver, Noonquiver, Long Sword","Doran's Helm, Noonquiver, Long Sword",False,True,rare item(s): Doran's Helm:13.0%(7/54); Noonquiver:9.3%(5/54); Long Sword:9.3%(5/54)
LCS/2026 Season/Spring Playoffs_Round 2_2_1,2026-06-07 20:11:00,26.11,Cloud9,Blaber,Nocturne,Jungle,op_losing_champion,Cloud9,LYON (2024 American Team),Lethal Tempo,0.2727272727272727,66,Experimental Hexplate + Kaenic Rookern + Stridebreaker,"Experimental Hexplate, Kaenic Rookern, Stridebreaker, Plated Steelcaps, Guardian Angel, Serpent's Fang","Kaenic Rookern, Serpent's Fang",False,True,rare item(s): Kaenic Rookern:3.0%(2/66); Serpent's Fang:10.6%(7/66)
EMEA Masters/2026 Season/Spring Play-In_Round 1_1_1,2026-06-08 15:12:00,26.11,Partizan Sangal,Ferret,Nocturne,Jungle,op_losing_champion,Partizan Sangal,Karmine Corp Blue,Conqueror,0.7272727272727273,66,Stridebreaker + Experimental Hexplate + Guardian Angel,"Stridebreaker, Experimental Hexplate, Guardian Angel, Mercury's Treads, Negatron Cloak, Control Ward",Negatron Cloak,False,True,rare item(s): Negatron Cloak:3.0%(2/66)
EMEA Masters/2026 Season/Spring Play-In_Round 2_4_1,2026-06-08 16:35:00,26.11,Bomba Team,Guli,Nocturne,Jungle,op_losing_champion,Bomba Team,Ruddy Corporation,Conqueror,0.7272727272727273,66,Experimental Hexplate + Zeke's Convergence + Black Cleaver,"Experimental Hexplate, Zeke's Convergence, Black Cleaver, Steel Sigil, Plated Steelcaps","Zeke's Convergence, Black Cleaver",False,True,rare item(s): Zeke's Convergence:3.0%(2/66); Black Cleaver:10.6%(7/66)
EMEA Masters/2026 Season/Spring Play-In_Round 3_3_1,2026-06-08 18:04:00,26.11,Otter Side,Lulas,Nocturne,Jungle,op_losing_champion,Otter Side,Bomba Team,Conqueror,0.7272727272727273,66,Experimental Hexplate + Null-Magic Mantle + Long Sword,"Experimental Hexplate, Null-Magic Mantle, Long Sword, Ruby Crystal, Stridebreaker, Boots","Null-Magic Mantle, Long Sword, Ruby Crystal, Boots",False,True,rare item(s): Null-Magic Mantle:6.1%(4/66); Long Sword:18.2%(12/66); Ruby Crystal:13.6%(9/66); Boots:9.1%(6/66)
EMEA Masters/2026 Season/Spring Play-In_Round 3_6_1,2026-06-08 18:05:00,26.11,FN Esports,OWLONSKY,Nocturne,Jungle,op_losing_champion,FN Esports,Frites Esports Club,Conqueror,0.7272727272727273,66,Stridebreaker + Experimental Hexplate + Plated Steelcaps,"Stridebreaker, Experimental Hexplate, Plated Steelcaps, Phage",Phage,False,True,rare item(s): Phage:6.1%(4/66)
Esports World Cup 2026/Online Qualifiers/South America_Round 2_1_3,2026-06-08 21:06:00,26.11,LØS,Curse,Nocturne,Jungle,op_losing_champion,LØS,Vivo Keyd Stars,Conqueror,0.7272727272727273,66,Control Ward + Abyssal Mask + Experimental Hexplate,"Control Ward, Abyssal Mask, Experimental Hexplate, Ruby Crystal, Mercury's Treads, Steel Sigil","Abyssal Mask, Ruby Crystal",False,True,rare item(s): Abyssal Mask:1.5%(1/66); Ruby Crystal:13.6%(9/66)
Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_1,2026-06-09 20:07:00,26.11,Golden Lions,GANKS,Nocturne,Jungle,op_losing_champion,Golden Lions,Volticons,Conqueror,0.7272727272727273,66,Plated Steelcaps + Stridebreaker + Ruby Crystal,"Plated Steelcaps, Stridebreaker, Ruby Crystal, Guardian Angel, Experimental Hexplate",Ruby Crystal,False,True,rare item(s): Ruby Crystal:13.6%(9/66)
EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_2_3,2026-06-11 16:43:00,26.11,G2 NORD,Markoon,Nocturne,Jungle,op_losing_champion,G2 NORD,Galions,Conqueror,0.7272727272727273,66,Ruby Crystal + Stridebreaker + Long Sword,"Ruby Crystal, Stridebreaker, Long Sword, Experimental Hexplate, Mercury's Treads, Ruby Crystal","Ruby Crystal, Long Sword, Ruby Crystal",False,True,rare item(s): Ruby Crystal:13.6%(9/66); Long Sword:18.2%(12/66); Ruby Crystal:13.6%(9/66)
EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_8_2,2026-06-11 18:31:00,26.11,Partizan Sangal,Ferret,Nocturne,Jungle,op_losing_champion,Partizan Sangal,WLGaming Esports,Conqueror,0.7272727272727273,66,Stridebreaker + Experimental Hexplate + Ionian Boots of Lucidity,"Stridebreaker, Experimental Hexplate, Ionian Boots of Lucidity, Guardian Angel, Cloth Armor, Cloth Armor","Ionian Boots of Lucidity, Cloth Armor, Cloth Armor",False,True,rare item(s): Ionian Boots of Lucidity:6.1%(4/66); Cloth Armor:15.2%(10/66); Cloth Armor:15.2%(10/66)
Esports World Cup 2026/Online Qualifiers/South America_Round 3_1_2,2026-06-11 22:14:00,26.11,LOUD,YoungJae,Nocturne,Jungle,op_losing_champion,LOUD,LØS,Lethal Tempo,0.2727272727272727,66,Experimental Hexplate + Stridebreaker + Ionian Boots of Lucidity,"Experimental Hexplate, Stridebreaker, Ionian Boots of Lucidity, Control Ward, Steel Sigil, Long Sword","Ionian Boots of Lucidity, Long Sword",False,True,rare item(s): Ionian Boots of Lucidity:6.1%(4/66); Long Sword:18.2%(12/66)
2026 Asian Games/Qualifier_Day 1_1_1,2026-06-12 05:10:00,26.11,Malaysia (National Team),Ang,Nocturne,Jungle,op_losing_champion,Malaysia (National Team),Hong Kong (National Team),Conqueror,0.7272727272727273,66,Stridebreaker + Long Sword + Cloth Armor,"Stridebreaker, Long Sword, Cloth Armor, Cloth Armor, Experimental Hexplate, Plated Steelcaps","Long Sword, Cloth Armor, Cloth Armor",False,True,rare item(s): Long Sword:18.2%(12/66); Cloth Armor:15.2%(10/66); Cloth Armor:15.2%(10/66)
2026 Asian Games/Qualifier_Day 2_1_1,2026-06-13 05:10:00,26.11,Pakistan (National Team),Rafique,Nocturne,Jungle,op_losing_champion,Pakistan (National Team),United Arab Emirates (National Team),Conqueror,0.7272727272727273,66,Mercury's Treads + Stridebreaker + Kindlegem,"Mercury's Treads, Stridebreaker, Kindlegem, Phage, Experimental Hexplate","Kindlegem, Phage",False,True,rare item(s): Kindlegem:6.1%(4/66); Phage:6.1%(4/66)
LJL/2026 Season/Spring Series_Semifinals_1_2,2026-06-13 09:09:00,26.11,Arneb,Kania,Nocturne,Jungle,op_losing_champion,Arneb,Rising Gaming,Conqueror,0.7272727272727273,66,Frozen Heart + Experimental Hexplate + Stridebreaker,"Frozen Heart, Experimental Hexplate, Stridebreaker, Control Ward, Zeke's Convergence, Plated Steelcaps","Frozen Heart, Zeke's Convergence",False,True,rare item(s): Frozen Heart:1.5%(1/66); Zeke's Convergence:3.0%(2/66)
VCS/2026 Season/Summer Playoffs_Round 2_1_1,2026-06-13 10:07:00,26.11,ZEN Esports (Vietnamese Team),SCP,Nocturne,Jungle,op_losing_champion,ZEN Esports (Vietnamese Team),Saigon Warriors,Conqueror,0.7272727272727273,66,Mercury's Treads + Stridebreaker + Kindlegem,"Mercury's Treads, Stridebreaker, Kindlegem, Guardian Angel, Maw of Malmortius, Experimental Hexplate","Kindlegem, Maw of Malmortius",False,True,rare item(s): Kindlegem:6.1%(4/66); Maw of Malmortius:4.5%(3/66)
EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_2_3,2026-06-13 16:35:00,26.11,Solary,Zicssi,Nocturne,Jungle,op_losing_champion,Solary,G2 NORD,Lethal Tempo,0.2727272727272727,66,Mercury's Treads + Stridebreaker + Control Ward,"Mercury's Treads, Stridebreaker, Control Ward, Experimental Hexplate, Black Cleaver, Steel Sigil",Black Cleaver,False,True,rare item(s): Black Cleaver:10.6%(7/66)
Esports World Cup 2026/Online Qualifiers/South America_Round 4_2_2,2026-06-13 17:03:00,26.11,Vivo Keyd Stars,Disamis,Nocturne,Jungle,op_losing_champion,Vivo Keyd Stars,LØS,Conqueror,0.7272727272727273,66,Mercury's Treads + Stridebreaker + Ruby Crystal,"Mercury's Treads, Stridebreaker, Ruby Crystal, Experimental Hexplate, Guardian Angel, Null-Magic Mantle","Ruby Crystal, Null-Magic Mantle",False,True,rare item(s): Ruby Crystal:13.6%(9/66); Null-Magic Mantle:6.1%(4/66)
LCS/2026 Season/Spring Playoffs_Round 3_1_1,2026-06-13 20:15:00,26.11,Cloud9,Blaber,Nocturne,Jungle,op_losing_champion,Cloud9,Team Liquid,Lethal Tempo,0.2727272727272727,66,Experimental Hexplate + Control Ward + Stridebreaker,"Experimental Hexplate, Control Ward, Stridebreaker, Mercury's Treads, Serpent's Fang, Long Sword","Serpent's Fang, Long Sword",False,True,rare item(s): Serpent's Fang:10.6%(7/66); Long Sword:18.2%(12/66)
LCK/2026 Season/Road to MSI_Round 4_1_4,2026-06-14 09:36:00,26.11,T1,Oner,Nocturne,Jungle,op_losing_champion,T1,Gen.G,Conqueror,0.7272727272727273,66,Mercury's Treads + Stridebreaker + Experimental Hexplate,"Mercury's Treads, Stridebreaker, Experimental Hexplate, Cloth Armor, Long Sword, B. F. Sword","Cloth Armor, Long Sword, B. F. Sword",False,True,rare item(s): Cloth Armor:15.2%(10/66); Long Sword:18.2%(12/66); B. F. Sword:13.6%(9/66)
VCS/2026 Season/Summer Playoffs_Round 1_3_1,2026-06-14 10:13:00,26.11,Saigon Dino,rayq,Nocturne,Jungle,op_losing_champion,Saigon Dino,SN CyberCore Esports,Conqueror,0.7272727272727273,66,Experimental Hexplate + Boots + Stridebreaker,"Experimental Hexplate, Boots, Stridebreaker, Guardian Angel, Cloth Armor, Control Ward","Boots, Cloth Armor",False,True,rare item(s): Boots:9.1%(6/66); Cloth Armor:15.2%(10/66)
Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Finals_1_4,2026-06-14 12:59:00,26.11,Priority,Arp,Nocturne,Jungle,op_losing_champion,Priority,Ethereal Enigmas,Conqueror,0.7272727272727273,66,Stridebreaker + Control Ward + Mercury's Treads,"Stridebreaker, Control Ward, Mercury's Treads, Experimental Hexplate, Ruby Crystal",Ruby Crystal,False,True,rare item(s): Ruby Crystal:13.6%(9/66)
EMEA Masters/2026 Season/Spring Main Event_Semifinals_1_1,2026-06-14 15:01:00,26.11,UCAM Esports,bluerzor,Nocturne,Jungle,op_losing_champion,UCAM Esports,Solary,Conqueror,0.7272727272727273,66,Boots + Stridebreaker + Steel Sigil,"Boots, Stridebreaker, Steel Sigil, Experimental Hexplate",Boots,False,True,rare item(s): Boots:9.1%(6/66)
LCK/2026 Season/Rounds 1-2_Week 6_2_2,2026-05-06 11:22:00,26.09,DN SOOPers,deokdam,Senna,Bot,op_losing_champion,DN SOOPers,Hanwha Life Esports,Fleet Footwork,0.42105263157894735,19,Infinity Edge + Hexoptics C44 + Black Cleaver,"Infinity Edge, Hexoptics C44, Black Cleaver, Rapid Firecannon, Doran's Blade",,False,False,No low-frequency rune/item signal versus same champion-role patch baseline.
Rift Legends/2026 Season/Spring Split_Week 5_6_2,2026-05-07 18:35:00,26.09,LODIS (Polish Team),Klorell,Senna,Bot,op_losing_champion,LODIS (Polish Team),Anonymo Esports,Deathfire Touch,0.5789473684210527,19,Doran's Blade + Infinity Edge + Statikk Shiv,"Doran's Blade, Infinity Edge, Statikk Shiv, Black Cleaver, Hexoptics C44",,False,False,No low-frequency rune/item signal versus same champion-role patch baseline.
TCL/2026 Season/Spring Split_Week 6_2_2,2026-05-11 17:47:00,26.09,BoostGate Esports,CENTU,Senna,Support,op_losing_champion,BoostGate Esports,Team Phoenix (Turkish Team),Deathfire Touch,0.5,2,Bloodsong + Black Cleaver + Edge of Night,"Bloodsong, Black Cleaver, Edge of Night, Boots of Swiftness, Scout's Slingshot, Aether Wisp",,False,False,No low-frequency rune/item signal versus same champion-role patch baseline.
TCL/2026 Season/Spring Split_Week 6_5_1,2026-05-15 14:31:00,26.09,Ozarox Esports,monkaS,Senna,Support,op_losing_champion,Ozarox Esports,Team Phoenix (Turkish Team),Fleet Footwork,0.5,2,Bloodsong + Statikk Shiv + Gluttonous Greaves,"Bloodsong, Statikk Shiv, Gluttonous Greaves, Dagger, Black Cleaver",,False,False,No low-frequency rune/item signal versus same champion-role patch baseline.
LJL/2026 Season/Spring Series_Week 4_2_1,2026-05-21 10:03:00,26.10,Rising Gaming,Archer,Senna,Bot,op_losing_champion,Rising Gaming,New Meta,Fleet Footwork,0.2962962962962963,54,Rapid Firecannon + Statikk Shiv + Hexoptics C44,"Rapid Firecannon, Statikk Shiv, Hexoptics C44, Doran's Bow",,False,False,No low-frequency rune/item signal versus same champion-role patch baseline.
VCS/2026 Season/Summer Season_Week 2_5_2,2026-05-22 10:56:00,26.09,Saigon Dino,Easylove,Senna,Bot,op_losing_champion,Saigon Dino,Saigon Warriors,Fleet Footwork,0.42105263157894735,19,Infinity Edge + Hexoptics C44 + Doran's Blade,"Infinity Edge, Hexoptics C44, Doran's Blade, Rapid Firecannon, Black Cleaver",,False,False,No low-frequency rune/item signal versus same champion-role patch baseline.
